0	0	0.31831
0	1	0.31831
0	2	0.31831
0	3	0.31831
0	4	0.31831
0	5	0.31831
0	6	0.31831
0	7	0.31831
0	8	0.31831
0	9	0.31831
0	10	0.31831
0	11	0.31831
0	12	0.31831
0	13	0.31831
0	14	0.31831
0	15	0.31831
0	16	0.31831
0	17	0.31831
0	18	0.31831
0	19	0.31831
0	20	0.31831
0	21	0.31831
0	22	0.31831
0	23	0.31831
0	24	0.31831
0	25	0.31831
0	26	0.31831
0	27	0.31831
0	28	0.31831
0	29	0.31831
0	30	0.31831
0	31	0.31831
0	32	0.31831
0	33	0.31831
0	34	0.31831
0	35	0.31831
1	0	0.31831
1	1	0.31831
1	2	0.31831
1	3	0.31831
1	4	0.31831
1	5	0.31831
1	6	0.31831
1	7	0.31831
1	8	0.31831
1	9	0.31831
1	10	0.31831
1	11	0.31831
1	12	0.31831
1	13	0.31831
1	14	0.31831
1	15	0.31831
1	16	0.31831
1	17	0.31831
1	18	0.31831
1	19	0.31831
1	20	0.31831
1	21	0.31831
1	22	0.31831
1	23	0.31831
1	24	0.31831
1	25	0.31831
1	26	0.31831
1	27	0.31831
1	28	0.31831
1	29	0.31831
1	30	0.31831
1	31	0.31831
1	32	0.31831
1	33	0.31831
1	34	0.31831
1	35	0.31831
2	0	0.31831
2	1	0.31831
2	2	0.31831
2	3	0.31831
2	4	0.31831
2	5	0.31831
2	6	0.31831
2	7	0.31831
2	8	0.31831
2	9	0.31831
2	10	0.31831
2	11	0.31831
2	12	0.31831
2	13	0.31831
2	14	0.31831
2	15	0.31831
2	16	0.31831
2	17	0.31831
2	18	0.31831
2	19	0.31831
2	20	0.31831
2	21	0.31831
2	22	0.31831
2	23	0.31831
2	24	0.31831
2	25	0.31831
2	26	0.31831
2	27	0.31831
2	28	0.31831
2	29	0.31831
2	30	0.31831
2	31	0.31831
2	32	0.31831
2	33	0.31831
2	34	0.31831
2	35	0.31831
3	0	0.31831
3	1	0.31831
3	2	0.31831
3	3	0.31831
3	4	0.31831
3	5	0.31831
3	6	0.31831
3	7	0.31831
3	8	0.31831
3	9	0.31831
3	10	0.31831
3	11	0.31831
3	12	0.31831
3	13	0.31831
3	14	0.31831
3	15	0.31831
3	16	0.31831
3	17	0.31831
3	18	0.31831
3	19	0.31831
3	20	0.31831
3	21	0.31831
3	22	0.31831
3	23	0.31831
3	24	0.31831
3	25	0.31831
3	26	0.31831
3	27	0.31831
3	28	0.31831
3	29	0.31831
3	30	0.31831
3	31	0.31831
3	32	0.31831
3	33	0.31831
3	34	0.31831
3	35	0.31831
4	0	0.31831
4	1	0.31831
4	2	0.31831
4	3	0.31831
4	4	0.31831
4	5	0.31831
4	6	0.31831
4	7	0.31831
4	8	0.31831
4	9	0.31831
4	10	0.31831
4	11	0.31831
4	12	0.31831
4	13	0.31831
4	14	0.31831
4	15	0.31831
4	16	0.31831
4	17	0.31831
4	18	0.31831
4	19	0.31831
4	20	0.31831
4	21	0.31831
4	22	0.31831
4	23	0.31831
4	24	0.31831
4	25	0.31831
4	26	0.31831
4	27	0.31831
4	28	0.31831
4	29	0.31831
4	30	0.31831
4	31	0.31831
4	32	0.31831
4	33	0.31831
4	34	0.31831
4	35	0.31831
5	0	0.31831
5	1	0.31831
5	2	0.31831
5	3	0.31831
5	4	0.31831
5	5	0.31831
5	6	0.31831
5	7	0.31831
5	8	0.31831
5	9	0.31831
5	10	0.31831
5	11	0.31831
5	12	0.31831
5	13	0.31831
5	14	0.31831
5	15	0.31831
5	16	0.31831
5	17	0.31831
5	18	0.31831
5	19	0.31831
5	20	0.31831
5	21	0.31831
5	22	0.31831
5	23	0.31831
5	24	0.31831
5	25	0.31831
5	26	0.31831
5	27	0.31831
5	28	0.31831
5	29	0.31831
5	30	0.31831
5	31	0.31831
5	32	0.31831
5	33	0.31831
5	34	0.31831
5	35	0.31831
